"property_id","price"
"0006c9478f4e7edc53d84916",441225359.961111
"00076c8f390d5dcccc133309",739969402.121328
"001399d3861c5792ccb8b515",700536960.092873
"0016e35cfd881ee2e37b49b3",697820011.23911
"001c03f6103d35389825b62e",697043052.627406
"001d77bfb387bdf0b53e9e83",721940192.695169
"001dbdd202e9908ee42713a8",728869428.574668
"00304df33a3c9a7e396ddd3a",762901606.736097
"0037d98f6ac46a86e36def45",664903871.06657
"0038a3b703f4ec779bbcfe6b",709855053.192078
"004776514ad269b380581066",689559509.357406
"004c9da9ef1b3b5e309e475a",663297059.930514
"00571815d5a7f208eb3e7737",716049888.832696
"00586a92b53f4a8f9f6b3022",704432841.097089
"005ab848b35907e42aa0f4f2",750549092.614989
"0064cd1c55914cc8370a096f",697709531.015547
"0083ef74db679d22463a1afe",620820144.198909
"00858277a3cf4f31b8e3f738",635005058.726243
"008c7a02d158f3b17ee8e015",696555971.654517
"00a5133e7373eae3f0be8f2e",688944358.620885
"00af33cff3ff7c6927306df4",658412090.159932
"00ba709f184e70be13e5bf9b",697022956.509952
"00bff9be2d524083e3b3149d",678772505.454472
"00c1165df93a4cfe679f54e2",708041520.797263
"00c75d59ed4777481a50cbd3",688873340.275479
"00ce045307538da1b0bb7972",699961682.769302
"00cea81b78d6007eb405d5b3",697054113.064202
"00dd36caffef00fcde85b235",755027315.17999
"00dea98fbfbfeae74c513bb6",722788900.340076
"00e7c5894c739852052f566a",650988715.332803
"00e80be4feb1e8593b7713fe",618674445.424681
"00e9afbd1d27062a7bd40a3c",771683323.361375
"00eb120ba4410ed8efa24a8e",624668146.071289
"00f2621035b1969d53f03fca",745002649.703725
"00f5ba660a4fcf6ddb96220a",714701173.341547
"00f6a62599f25ac506113149",796170625.695454
"0100b3a412accebf6a3aa4b1",628283401.188809
"01018b9796a105be650ec802",706495328.142865
"010e676743f6afc01fd0838b",730060810.367504
"011a6d0f12ba108ef15076b4",558441216.053573
"011c2017b63235bf0ed3f241",698428278.022979
"01230eede2a4a74ec4ee5105",693142451.732164
"0123237414f757b9c3809f88",792531475.662989
"012b8d616667a6dcece0dfaf",704732139.62486
"013e2a07f94a99323b64d370",722191313.41824
"014799b9ef7d5244fb6640ff",710410563.172131
"0152ffa8757aaaf417e9f997",743154879.859969
"015d17895f32e2a8b616ca1b",612478661.546721
"01636da0aa2bc223af023a13",682504870.722519
"016bb199b12846ccb0b03191",748061866.307779
"016dd08801ad1a1e7f6e695b",651607611.924834
"0172678cb0737e21a317eda4",594194725.878002
"017487de3455d9f642a7fadc",752964207.607511
"0181972aeb6bf451012a47c6",848194007.070986
"0183b38955437e8d0128a013",709701955.386238
"019cd320e02a64ba3ba9a37d",670085865.720279
"019f4a25794ef01294845b51",684236626.862369
"01a5a230e8a808d844e64397",738510216.431738
"01abe3cfc94be46c1153c82d",724236591.456465
"01afa737bcfa6b1ab530eb09",731304612.299673
"01b78983d268b52137e5ac1b",662374644.607084
"01b7bb1556b5c32df8f618cc",691187101.873337
"01cac7d033166094ab9f87b0",656796163.10862
"01cda25ee8545b9fe19717ed",712881829.705081
"01db5867a69f8ea7849d69e8",773959458.677364
"01e033f5bd502c4ad398ece7",694278569.10115
"01e907d7672006fa2bba8b0f",656351378.972856
"01e9c7531cf3c63c04b9189f",611024834.670717
"01eb0a2c1033c30830161321",637968597.149851
"01edceb6c5afc2af1e129e86",380669018.237796
"01f6c99999c154461765f4c4",588328232.225329
"01f855427cbe3eb51b38288f",701323067.551432
"01f8b6799e2910f7769db175",805979779.072053
"01fb5931cb55f5308382818e",1038504275.82088
"01fe5add1e7df4b15dd73bc9",667286050.975247
"020473766363019ee40d6685",661378098.622023
"02060d2f56e979a61427f806",596049374.143372
"02091877f01c926c350b013b",707005641.710027
"020dfae44183c65b708727c7",555450510.204759
"022357a3d48ea87d58ffb46e",634881315.678041
"02259637b8ef1311c69d3d90",744883792.965729
"02277f636716264116015dde",611665949.211905
"0232a50c9afca03cbf4277c8",672410979.032866
"024c5c787d005adbe770b9bf",693532669.009237
"024d2e34a561efaf4811c17a",704146717.514671
"024e94e72ae88464621539eb",700638150.121333
"0252fcaf7bcde09274d34be5",700027271.80677
"025a98586386211b1519f9be",693691947.158159
"025b094e1ea7248f4aba72f0",626090413.340263
"025d96090a8e5bd6f786e9b6",526989369.219049
"026c6384ceba017c5f2cd66e",671963771.579162
"0274166db611aabe4e946a83",663738776.963741
"02779b92b2f9bafde0c75c11",687244198.674364
"027947dd01dc991ffefc5082",607307940.756784
"0283890ab76b10547b27e634",648632526.767157
"02888257efaae858fdc7938e",662877937.856499
"028adaf559a05c8882893767",854390891.75107
