"property_id","price"
"0006c9478f4e7edc53d84916",441172982.009071
"00076c8f390d5dcccc133309",736600713.46173
"001399d3861c5792ccb8b515",699993651.668429
"0016e35cfd881ee2e37b49b3",698243569.607466
"001c03f6103d35389825b62e",696268165.285995
"001d77bfb387bdf0b53e9e83",720981776.013352
"001dbdd202e9908ee42713a8",732778227.439786
"00304df33a3c9a7e396ddd3a",763892433.060009
"0037d98f6ac46a86e36def45",672204525.562148
"0038a3b703f4ec779bbcfe6b",729018879.292353
"004776514ad269b380581066",683111894.865073
"004c9da9ef1b3b5e309e475a",673420173.877762
"00571815d5a7f208eb3e7737",714903640.582842
"00586a92b53f4a8f9f6b3022",713502688.540735
"005ab848b35907e42aa0f4f2",746544876.69501
"0064cd1c55914cc8370a096f",706242368.163439
"0083ef74db679d22463a1afe",618257856.98441
"00858277a3cf4f31b8e3f738",631161709.409518
"008c7a02d158f3b17ee8e015",692092810.855206
"00a5133e7373eae3f0be8f2e",692269312.066733
"00af33cff3ff7c6927306df4",656419335.348653
"00ba709f184e70be13e5bf9b",695244250.851702
"00bff9be2d524083e3b3149d",687394699.42825
"00c1165df93a4cfe679f54e2",705463198.055797
"00c75d59ed4777481a50cbd3",688775954.605895
"00ce045307538da1b0bb7972",699979453.597232
"00cea81b78d6007eb405d5b3",692245871.846994
"00dd36caffef00fcde85b235",741983159.685542
"00dea98fbfbfeae74c513bb6",726246559.137839
"00e7c5894c739852052f566a",645683264.40201
"00e80be4feb1e8593b7713fe",614601781.574199
"00e9afbd1d27062a7bd40a3c",781251598.956962
"00eb120ba4410ed8efa24a8e",612043803.502559
"00f2621035b1969d53f03fca",749441332.64882
"00f5ba660a4fcf6ddb96220a",713841275.27685
"00f6a62599f25ac506113149",813629917.141263
"0100b3a412accebf6a3aa4b1",643141809.115704
"01018b9796a105be650ec802",707515376.285053
"010e676743f6afc01fd0838b",726057156.37707
"011a6d0f12ba108ef15076b4",569489112.362134
"011c2017b63235bf0ed3f241",698913582.083225
"01230eede2a4a74ec4ee5105",700668052.550848
"0123237414f757b9c3809f88",781429997.070486
"012b8d616667a6dcece0dfaf",703483029.902925
"013e2a07f94a99323b64d370",728268477.190227
"014799b9ef7d5244fb6640ff",711129957.157974
"0152ffa8757aaaf417e9f997",737314880.503118
"015d17895f32e2a8b616ca1b",610877431.368279
"01636da0aa2bc223af023a13",692595753.039734
"016bb199b12846ccb0b03191",750970459.590606
"016dd08801ad1a1e7f6e695b",648906184.078237
"0172678cb0737e21a317eda4",602705430.026991
"017487de3455d9f642a7fadc",758794295.611108
"0181972aeb6bf451012a47c6",836370892.902997
"0183b38955437e8d0128a013",711183609.309784
"019cd320e02a64ba3ba9a37d",667223739.522479
"019f4a25794ef01294845b51",684622508.674113
"01a5a230e8a808d844e64397",742891422.206844
"01abe3cfc94be46c1153c82d",720603806.566144
"01afa737bcfa6b1ab530eb09",730284407.642164
"01b78983d268b52137e5ac1b",654530599.652607
"01b7bb1556b5c32df8f618cc",686738132.154817
"01cac7d033166094ab9f87b0",652802011.908917
"01cda25ee8545b9fe19717ed",717470015.149536
"01db5867a69f8ea7849d69e8",783099175.392336
"01e033f5bd502c4ad398ece7",690297760.85902
"01e907d7672006fa2bba8b0f",660663257.145287
"01e9c7531cf3c63c04b9189f",611081168.842745
"01eb0a2c1033c30830161321",637721818.426765
"01edceb6c5afc2af1e129e86",383956624.752606
"01f6c99999c154461765f4c4",581606703.123812
"01f855427cbe3eb51b38288f",698420405.327924
"01f8b6799e2910f7769db175",795522519.523897
"01fb5931cb55f5308382818e",991312685.599972
"01fe5add1e7df4b15dd73bc9",656291972.310274
"020473766363019ee40d6685",666559661.642737
"02060d2f56e979a61427f806",593879008.170113
"02091877f01c926c350b013b",703574727.088427
"020dfae44183c65b708727c7",564009270.014874
"022357a3d48ea87d58ffb46e",646432598.000218
"02259637b8ef1311c69d3d90",737621421.854945
"02277f636716264116015dde",619512391.675016
"0232a50c9afca03cbf4277c8",680207439.302364
"024c5c787d005adbe770b9bf",693673586.996296
"024d2e34a561efaf4811c17a",702843534.436353
"024e94e72ae88464621539eb",699285831.326034
"0252fcaf7bcde09274d34be5",699913770.230057
"025a98586386211b1519f9be",688868615.124144
"025b094e1ea7248f4aba72f0",629272086.074569
"025d96090a8e5bd6f786e9b6",519965656.888827
"026c6384ceba017c5f2cd66e",676307200.237848
"0274166db611aabe4e946a83",672079545.488137
"02779b92b2f9bafde0c75c11",686912822.647488
"027947dd01dc991ffefc5082",608882154.794995
"0283890ab76b10547b27e634",639403997.497441
"02888257efaae858fdc7938e",659353519.039619
"028adaf559a05c8882893767",874920292.605217
"029224b78e8f358aa9c38e94",708382463.181668
"02990998f3621fc5a3d0ee63",671442953.639334
"02a0a38b45e1b196165b0098",430972266.968753
"02a2ebb6eca5772e3526d78b",686627914.070985
"02a9c37b3d92a6da473c6fbc",602946385.965975
"02b47e60ab77588aff6cb433",649054106.899881
"02c6e8c7f36a2c68851600c6",686142565.079469
"02cb957c3db9ded3691a9004",637859942.916994
"02ce5bc5d5d286a4cc0928f6",617456124.099191
"02d598a32d864c289e3ba6b0",701758246.263165
"02d5bac2567ee9e19041ad42",711377594.644652
"02d89daa77bb313328fe0c4e",652422533.910819
"02e52d3895522d9be85c4544",646328814.786419
"02e8811bff38125bcf8e1a6d",653350789.19218
"02e89c055b7692dab024defc",597159911.320838
"02e9b077d6cece81387fda35",691631343.074058
"02ea72128a99862e9537718e",687459759.420615
"02ed31afcba033953c79d95d",695789939.19424
"02f6ffcfcdd3dbba94dd7b33",700781160.866723
"03025756be203027ab75aaae",691927136.146575
"03243195c467c67e67a7823e",605763226.905646
"0332c7ec0d3e547ec6d61664",681633046.838801
"033307467830cb865a785e3e",674691615.728726
"033521a46dae036839ad6c90",685886155.511695
"033599f7e7ecd8d9c8cfba46",648346777.906612
"033d3f8ff56907db4c453700",678073981.805842
"03463535ae93b8b123eaba8b",641305019.977329
"0349908483ce628a0a5fc164",700396281.086725
"034a30994bb2e0e446e35957",700001851.290384
"0356797c1683d002bcd94899",733643316.621122
"0357d0ee6e0646113ea543cf",712750303.381323
"035c61042b7dbc7ef888d1a7",788384432.938959
"035d955df5a765531d1d0d07",612072629.606499
"035de58d60807ee2c272ce82",700009659.552586
"035ea0f13f2ca01c902d5388",584629302.693197
"036177aff84b1901e0f18759",697269557.23455
"0367da7dc5374f1957a1b7f6",702458133.800475
"036fc9e01b2b1e3ef4574372",702900997.840744
"0379b6a001e4018c34e944da",687394699.42825
"038272b33c075765464761e8",626564282.411331
"038bb35043651579f443c481",699883445.953833
"0391d158ab104c5cdba31872",722268655.076811
"039a9029c4341b1528ca6b46",628073597.869016
"03a84af05df0f577e09d60c1",646332870.704394
"03ad99f1799f2a20c8cc0a50",776033264.876629
"03aea1b6ff072f117ec733af",655292838.387391
"03be8ec62dae56680beb2cf3",692930238.558459
"03d54a6e80d48c96a7f6a1fa",663240250.803702
"03de77e22e987fc3fed4eb78",967790990.105039
"03eb8da7205428e61bfb2845",612158336.588738
"03f518e2e5861002772345fd",691212616.602911
"03fb5bfbc1895115a04e8116",600712694.410638
"042bd2cfb2d33467149ece1e",727577653.217421
