"property_id","price"
"0006c9478f4e7edc53d84916",467641546.614642
"00076c8f390d5dcccc133309",819482440.238098
"001399d3861c5792ccb8b515",699997992.606713
"0016e35cfd881ee2e37b49b3",699277619.841744
"001c03f6103d35389825b62e",692393874.848755
"001d77bfb387bdf0b53e9e83",682845339.243401
"001dbdd202e9908ee42713a8",714377722.85448
"00304df33a3c9a7e396ddd3a",713294248.601136
"0037d98f6ac46a86e36def45",692980606.564026
"0038a3b703f4ec779bbcfe6b",791224575.032837
"004776514ad269b380581066",666530911.26359
"004c9da9ef1b3b5e309e475a",617458224.233421
"00571815d5a7f208eb3e7737",712224637.083901
"00586a92b53f4a8f9f6b3022",702454828.706728
"005ab848b35907e42aa0f4f2",754201204.698426
"0064cd1c55914cc8370a096f",629391268.058608
"0083ef74db679d22463a1afe",656073364.438678
"00858277a3cf4f31b8e3f738",615638392.030637
"008c7a02d158f3b17ee8e015",694780957.089407
"00a5133e7373eae3f0be8f2e",683342009.624271
"00af33cff3ff7c6927306df4",635718581.741741
"00ba709f184e70be13e5bf9b",690179881.847502
"00bff9be2d524083e3b3149d",696696379.645256
"00c1165df93a4cfe679f54e2",713916603.119182
"00c75d59ed4777481a50cbd3",704925868.006397
"00ce045307538da1b0bb7972",700240446.255408
"00cea81b78d6007eb405d5b3",681626743.204975
"00dd36caffef00fcde85b235",743135487.467288
"00dea98fbfbfeae74c513bb6",731569525.096483
"00e7c5894c739852052f566a",619152939.487537
"00e80be4feb1e8593b7713fe",617778244.683779
"00e9afbd1d27062a7bd40a3c",779329762.3329
"00eb120ba4410ed8efa24a8e",587405776.889099
"00f2621035b1969d53f03fca",756962814.1319
"00f5ba660a4fcf6ddb96220a",812707914.0836
"00f6a62599f25ac506113149",1005662778.02758
"0100b3a412accebf6a3aa4b1",617618337.41418
"01018b9796a105be650ec802",708102195.048118
"010e676743f6afc01fd0838b",720565255.60387
"011a6d0f12ba108ef15076b4",567613304.473553
"011c2017b63235bf0ed3f241",695788571.068041
"01230eede2a4a74ec4ee5105",696001757.426624
"0123237414f757b9c3809f88",750646250.681455
"012b8d616667a6dcece0dfaf",723466832.867957
"013e2a07f94a99323b64d370",740472682.381917
"014799b9ef7d5244fb6640ff",737435256.573584
"0152ffa8757aaaf417e9f997",795782316.162784
"015d17895f32e2a8b616ca1b",627614914.89315
"01636da0aa2bc223af023a13",702188388.924809
"016bb199b12846ccb0b03191",702821136.762561
"016dd08801ad1a1e7f6e695b",567813901.600357
"0172678cb0737e21a317eda4",478687477.318097
"017487de3455d9f642a7fadc",723470599.111714
"0181972aeb6bf451012a47c6",773043256.535172
"0183b38955437e8d0128a013",713368377.811908
"019cd320e02a64ba3ba9a37d",622457887.072411
"019f4a25794ef01294845b51",705194220.359614
"01a5a230e8a808d844e64397",763685113.265494
"01abe3cfc94be46c1153c82d",724221589.128409
"01afa737bcfa6b1ab530eb09",808013633.45046
"01b78983d268b52137e5ac1b",624063016.596455
"01b7bb1556b5c32df8f618cc",696187818.703566
"01cac7d033166094ab9f87b0",603048965.822216
"01cda25ee8545b9fe19717ed",708794831.053314
"01db5867a69f8ea7849d69e8",848456373.499785
"01e033f5bd502c4ad398ece7",695104560.801692
"01e907d7672006fa2bba8b0f",637117881.704418
"01e9c7531cf3c63c04b9189f",600201542.213903
"01eb0a2c1033c30830161321",658235396.435031
"01edceb6c5afc2af1e129e86",402162748.626626
"01f6c99999c154461765f4c4",603057199.601652
"01f855427cbe3eb51b38288f",705336510.570044
"01f8b6799e2910f7769db175",709955887.733767
"01fb5931cb55f5308382818e",1030748437.54853
"01fe5add1e7df4b15dd73bc9",684520796.17687
"020473766363019ee40d6685",684707349.510556
"02060d2f56e979a61427f806",669874266.031564
"02091877f01c926c350b013b",648950788.224557
"020dfae44183c65b708727c7",495587444.598363
"022357a3d48ea87d58ffb46e",639333872.237148
"02259637b8ef1311c69d3d90",749962537.959193
"02277f636716264116015dde",601929116.201162
"0232a50c9afca03cbf4277c8",683663414.903389
"024c5c787d005adbe770b9bf",677513860.200845
"024d2e34a561efaf4811c17a",703103331.477135
"024e94e72ae88464621539eb",700720185.23133
"0252fcaf7bcde09274d34be5",700115534.425361
"025a98586386211b1519f9be",671995954.433015
"025b094e1ea7248f4aba72f0",601825474.113347
"025d96090a8e5bd6f786e9b6",525483682.136077
"026c6384ceba017c5f2cd66e",583091405.221754
"0274166db611aabe4e946a83",640634274.055487
"02779b92b2f9bafde0c75c11",641228746.496582
"027947dd01dc991ffefc5082",526920506.351796
"0283890ab76b10547b27e634",665181436.052329
"02888257efaae858fdc7938e",658503923.576932
"028adaf559a05c8882893767",801696160.107881
"029224b78e8f358aa9c38e94",657777024.112788
