"ID","Pred_Price"
"0005af1ac22e4482fbd0c084",20.3224529524377
"0005c2a09fa901488aa6b39d",20.2291946630911
"0006c9478f4e7edc53d84916",20.2342075173701
"00098520f29734c0615b0c30",20.3085476845774
"000bc081b4d8802812e9a721",20.2342075173701
"000e1fe0d3c938d1839f259a",20.2342075173701
"001354b11e797cd5390058cd",20.2289603457812
"001399d3861c5792ccb8b515",20.2342075173701
"0016e35cfd881ee2e37b49b3",20.2342075173701
"00191cd442b20b18367152e7",20.2342075173701
"001d77bfb387bdf0b53e9e83",20.2286088698163
"0026f77cb4510996c863fd1a",20.2283672300904
"002bb643f48adb46d96ee2e1",20.2342075173701
"002c7d2b296ab65932f53626",20.2342075173701
"00304df33a3c9a7e396ddd3a",20.2288285422943
"003110c00fb27dcd192fe74a",20.2342075173701
"0034fa9a46df72eddc5fd4e9",20.2342075173701
"0036470fb5d1b6be5ba35777",20.2342075173701
"003a3f3765d222f47a733c1c",20.2342075173701
"0040322e141a1ba829a139d3",20.2342075173701
"0043c5d7784f4628a5ac48da",20.2342075173701
"00466a37a648d0fd145f2564",20.2281402351965
"004788e51b6a8c5417852760",20.2342075173701
"0047b8b0275ecd2e79a5b068",20.2342075173701
"0048be88d3c5b611850b8493",20.2294143355691
"0049c656b552af720c6bbfc1",20.2342075173701
"004ba1e2e5fdff3e6783d510",20.2342075173701
"004bc0afc0be13eea9ac2f2d",20.2290189251086
"004d07edcfd367932cae0c8a",20.2290482147724
"004e1e68544eb6c901caac5c",20.2282573938514
"00571815d5a7f208eb3e7737",20.2281329127805
"00586a92b53f4a8f9f6b3022",20.2342075173701
"005996994578d1354a4e1a62",20.2283232955948
"0059a9fb8e5751694ead9e5f",20.228755318135
"005a7d2415392cc60a73f05e",20.2284917111613
"005c7bca2bf33a9817d897ec",20.2342075173701
"005ec8911ca574279d76fd6b",20.2285576129047
"0060bf60a67117907a1908e0",20.2342075173701
"0060ecdffa8ebf93b5f1035a",20.2290116026927
"006c39d26d16b7ad256f8416",20.2342075173701
"007d8cb1d095a3ccf1e77c3b",20.2342075173701
"0081b55d6721b680ff79b9ad",20.2286820939756
"0083ef74db679d22463a1afe",20.2342075173701
"0084b843cdb2be1ce210a908",20.2294875597285
"0085685bbfa335b9809ca268",20.2342075173701
"00874bf21bdccaf5caa06e63",20.2288944440377
"008d428330d9f1f9c3d7557e",20.2291653734273
"00a3dd0b6b292cd11c3b3337",20.2342075173701
"00a480506f3f69a2ac2c29e1",20.2285210008251
"00a5133e7373eae3f0be8f2e",20.2281988145239
"00a84c78521960bc43da385e",20.2283159731789
"00a900b322ab914bd3778374",20.2291653734273
"00ab797ee0c478671ffc645d",20.2284770663295
"00abd4db0cb0f8970c316094",20.2285063559932
"00acf30928773952603d3e36",20.2282940059311
"00af677223ff76564a516a76",20.2282573938514
"00baaa95c8c4c8d6d943cb6a",20.2285942249844
"00cd5b8efe09016e533afe0e",20.2282720386833
"00dc9bc4ba132a13a20483b2",20.2342075173701
"00dc9e4f353d37ba39f92851",20.2286015474004
"00de97f0400ba8f65c80f4f7",20.2342075173701
"00dea98fbfbfeae74c513bb6",20.2342075173701
"00e80be4feb1e8593b7713fe",20.2283379404267
"00e9afbd1d27062a7bd40a3c",20.2292093079229
"00ea15b6226e4a553255eed1",20.2281695248602
"00ec5ab4ee8b27f6790d5502",20.2342075173701
"00ef68168f7ecb67c094a974",20.2286967388075
"00f1b891249f52746067e4f9",20.2286747715597
"00f1c4f8fb11f7be4db26b1e",20.2342075173701
"00f2621035b1969d53f03fca",20.2287333508872
"00f4db5f57a1c6d2d5055d14",20.228755318135
"00fd7e57bf5d34a57b90bad9",20.2286235146482
"010dc952e886331345d49279",20.2278326937272
"010e676743f6afc01fd0838b",20.2287187060553
"010f8c00b1e9aa1db42c3134",20.2342075173701
"010fbff8de01f446a82571fc",20.2285502904888
"011595b299603e4ad8abd00e",20.2285356456569
"0116464b3fd7da51bb5242c8",20.2284990335773
"0118f4fffe11a3b143c2b159",20.2342075173701
"01190562102eec6e830965c9",20.2342075173701
"011a6d0f12ba108ef15076b4",20.2278400161431
"011bae7d5b7611c15e1646a5",20.2342075173701
"011fbed435587c072b6a4209",20.2281622024443
"01230eede2a4a74ec4ee5105",20.2285210008251
"0123e837d4e14d104fdffaa9",20.2342075173701
"012673c8a46f13856e025326",20.2342075173701
"0128def0ec30a4074bef11c7",20.2283891973382
"012d2391d60aaaf5d9ae0dce",20.2298610029411
"0130d4a7808befef073a7d4c",20.2282427490195
"01324a6372c9adaf0326a52d",20.2283965197542
"013b9ac8bd0cfc68a8cb4a6b",20.2342075173701
"013dde2117fdcf1640d25a1b",20.2281622024443
"0142ed4b7d8ced1b3a25dcc5",20.2282793610992
"014e5d1c722d4c479cd3c9f1",20.2283818749223
"015d17895f32e2a8b616ca1b",20.2342075173701
"015e591b1f2118b35d40eb3e",20.2342075173701
"01636da0aa2bc223af023a13",20.2285942249844
"0167b4902ab3e9ac27bb61c2",20.2282647162673
"01688c2c36f415fb37949d0a",20.2290262475246
"016ab0ce82ea49d8c82529e0",20.2287846077987
"016bb199b12846ccb0b03191",20.2288285422943
"016dd08801ad1a1e7f6e695b",20.2342075173701
"017043ae3f7a6ab176008fc1",20.2342075173701
"017153aaf0c6bc115f079769",20.2283159731789
"01752a3886e63ba76d832f4f",20.2287772853828
"017921af94fe613fc300f13c",20.2285210008251
"01794f919006b3d3a4a2448a",20.2284917111613
"017e842c503317cd92e729a6",20.2342075173701
"01815f1ae3d3bd7cfc9b1047",20.2288285422943
"0181972aeb6bf451012a47c6",20.228755318135
"01823b249dd9ff4bd504191b",20.2295168493922
"0183b38955437e8d0128a013",20.2299269046846
"018dd59ae9b0852522929b5e",20.2285502904888
"0193f3aef95f375e0740a1a6",20.2342075173701
